cod_dsei,Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
3,ALTAMIRA,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,107,
3,ALTAMIRA,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,102,
3,ALTAMIRA,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,92,
3,ALTAMIRA,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,101,
3,ALTAMIRA,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,88,
3,ALTAMIRA,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,100,
3,ALTAMIRA,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,71,
3,ALTAMIRA,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,106,
3,ALTAMIRA,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,72,
3,ALTAMIRA,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,79,
3,ALTAMIRA,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,70,
3,ALTAMIRA,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,67,
3,ALTAMIRA,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,88,
3,ALTAMIRA,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,56,
3,ALTAMIRA,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,56,
3,ALTAMIRA,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,57,
3,ALTAMIRA,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,57,
3,ALTAMIRA,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,44,
3,ALTAMIRA,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,47,
3,ALTAMIRA,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,46,
3,ALTAMIRA,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,40,
3,ALTAMIRA,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,37,
3,ALTAMIRA,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,43,
3,ALTAMIRA,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,37,
3,ALTAMIRA,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,26,
3,ALTAMIRA,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,40,
3,ALTAMIRA,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,36,
3,ALTAMIRA,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,29,
3,ALTAMIRA,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,28,
3,ALTAMIRA,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,23,
3,ALTAMIRA,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,26,
3,ALTAMIRA,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,26,
3,ALTAMIRA,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,17,
3,ALTAMIRA,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,22,
3,ALTAMIRA,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,12,
3,ALTAMIRA,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,20,
3,ALTAMIRA,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,18,
3,ALTAMIRA,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,14,
3,ALTAMIRA,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,17,
3,ALTAMIRA,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,8,
3,ALTAMIRA,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,17,
3,ALTAMIRA,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,12,
3,ALTAMIRA,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,13,
3,ALTAMIRA,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,20,
3,ALTAMIRA,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,15,
3,ALTAMIRA,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,12,
3,ALTAMIRA,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,9,
3,ALTAMIRA,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,8,
3,ALTAMIRA,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,8,
3,ALTAMIRA,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,5,
3,ALTAMIRA,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,4,
3,ALTAMIRA,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,4,
3,ALTAMIRA,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,13,
3,ALTAMIRA,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,4,
3,ALTAMIRA,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,6,
3,ALTAMIRA,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,11,
3,ALTAMIRA,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,5,
3,ALTAMIRA,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,3,
3,ALTAMIRA,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,14,
3,ALTAMIRA,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,2,
3,ALTAMIRA,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,5,
3,ALTAMIRA,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,5,
3,ALTAMIRA,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,13,
3,ALTAMIRA,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,6,
3,ALTAMIRA,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,4,
3,ALTAMIRA,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,7,
3,ALTAMIRA,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,1,
3,ALTAMIRA,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,8,
3,ALTAMIRA,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,4,
3,ALTAMIRA,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,6,
3,ALTAMIRA,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,2,
3,ALTAMIRA,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,2,
3,ALTAMIRA,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,1,
3,ALTAMIRA,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,1,
3,ALTAMIRA,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,1,
3,ALTAMIRA,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,2,
3,ALTAMIRA,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,2,
3,ALTAMIRA,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,1,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,232,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,370,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,463,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,437,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,406,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,473,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,498,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,519,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,542,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,571,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,588,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,569,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,586,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,572,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,599,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,480,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,441,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,497,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,447,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,449,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,420,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,427,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,401,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,336,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,389,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,319,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,333,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,311,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,273,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,288,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,267,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,235,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,228,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,231,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,219,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,241,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,207,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,190,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,178,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,183,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,187,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,154,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,138,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,115,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,156,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,96,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,130,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,126,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,120,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,86,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,88,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,75,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,86,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,53,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,57,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,60,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,43,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,60,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,61,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,51,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,30,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,32,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,32,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,27,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,33,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,25,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,22,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,26,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,28,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,43,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,29,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,18,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,17,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,36,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,34,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,23,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,25,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,20,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,21,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,40,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,26,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,21,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,11,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,16,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,26,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,15,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,13,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,10,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,14,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,33,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,14,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,6,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,13,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,5,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,12,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,8,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,7,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,9,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,7,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,20,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,5,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,101,Estimado em dados da saúde indígena,Provisório,2020,1,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,102,Estimado em dados da saúde indígena,Provisório,2020,2,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,6,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,106,Estimado em dados da saúde indígena,Provisório,2020,2,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,108,Estimado em dados da saúde indígena,Provisório,2020,1,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,109,Estimado em dados da saúde indígena,Provisório,2020,1,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,113,Estimado em dados da saúde indígena,Provisório,2020,1,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,115,Estimado em dados da saúde indígena,Provisório,2020,2,
4,ALTO RIO JURUÁ,2019,Total,Ambos os sexos,119,Estimado em dados da saúde indígena,Provisório,2020,2,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,362,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,468,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,505,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,525,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,547,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,570,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,526,
5,ALTO RIO PURUS,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,475,
